"Elon Musk: सामुहिक राजीनाम्यांची चिंता नाही, Twitter साठी एलॉन मस्क यांचा 'मास्टरप्लॅन' तयार",International,"अमेरिकन उद्योगपती आणि स्पेस एक्सचे अध्यक्ष इलोन मस्क हे पुढील काही वर्षांसाठी ट्विटरचे मालकी संस्था म्हणून ठरल्याचे घोषणा केल्यानंतर, त्यांना त्यांच्या व्यवसायातील भूमिकेत बदल करण्याच्या बाबतीत विवाद होत असल्याचे दिसले. हालाच, मस्क यांनी मागील काही दिवसांत लोकप्रिय मीडियाच्या माध्यमातून स्पष्टीकरण दिले, जिथे त्यांनी स्पष्ट केले की त्यांनी स्वतःच्या व्यवसायातील बदलांबद्दल त्यांच्या सहकाऱ्यांशी चर्चा केली आहे आणि त्यांनी कोणतेही सामूहिक राजीनामे स्वीकारण्याचा निर्णय घेण्यात आला नाही. हे स्पष्टीकरण त्यांनी पोस्ट करण्यानंतर, ट्विटरच्या शेयराची किंमत पुन्हा वाढली आणि या घटनेमधील गुंतवणूकदारांची आशावंती वाढली.

मस्क यांनी स्पष्ट केले की त्यांनी ट्विटरच्या नूतनीकरण आणि विकसित करण्यावर लक्ष केंद्रित करण्याचा निर्णय घेतला आहे, ज्यामुळे त्यांना कोणत्याही विशिष्ट व्यक्तीच्या राजीनाम्यापेक्षा अधिक महत्त्वाचे ठरते. या प्रकल्पनेचे समर्थन देणार्‍या निवडणुकींमध्ये त्यांनी म्हटले की त्यांना त्यांच्या व्यवसायातील बदलांच्या अनुप्रस"
सुंदर मुलीसाठी दोन देश एकमेकांना भिडले; खुलासा होताच भलतेच काही घडले,International,"अंतरराष्ट्रीय शेतातील एक महत्त्वपूर्ण घटना घडली आहे. सुरुवातीला इतर देशांच्या नियंत्रणाखालील युनाइटेड किंग्डमच्या तटावर असलेल्या व्हिक्सबर्गच्या टावरवर स्थित फ्रँकफर्टच्या प्रतिनिधींनी लंडनमध्ये स्वागतारंभाचे आयोजन केले होते. या आयोजनात डॉ. केव्हिन हेस्टिंग्ज हे युनाइटेड किंग्डमचे प्रधानमंत्री होते. त्याने त्यांच्या भाषणात जर्मनी आणि युनाइटेड किंग्डम यांच्यातील संबंधांबद्दल बोलून संबोधले.

त्यावेळी, राजदूत ऑफ द गेरमन फेडरल रिपब्लिक, रॉबर्ट हॅसेमैनची भारतामध्ये आली होती. त्यांनी युद्धप्रदेशातील मानवी अणुऊर्जा कार्यक्रमाबाबत चिंता व्यक्त केली आणि पूर्णपणे अणुऊर्जेचा वापर करून जीवनशैलीमध्ये बदल घडविण्यासाठी जर्मनीचे समर्थन व्यक्त केले होते. या संदर्भात खऱ्या परिस्थितीत युनाइटेड किंग्डम आणि जर्मनीच्या राजदूतांच्या मध्यस्थतेपेक्षा अधिक उलट-उलट धोरण घेणाऱ्या संयुक्त राष्ट्रांना सोडवायला हवे."
Rishi Sunak : ब्रिटनच्या पंतप्रधानपदाच्या शर्यतीत ऋषी सुनक पाचव्या फेरीतही अव्वल; आता लिझ ट्रससोबत होणार सामना ,International,"ब्रिटेनमध्ये राजकीय जटिलतांची वाट पसरली आहे, कारण पंतप्रधानमंत्री रिषी सुनक यांच्या नेतृत्वाखालील काँग्रेस सरकारने काही दिवसांपूर्वी केंद्रीय मंत्रिमंडळातून त्यांची निवड झाली. यामुळे राष्ट्रपतींनी विशेष निर्णय घेतला आणि याव्यतिरिक्त सर्व मंत्र्यांना एक महिन्याची काळजी करावी, जेणेकरून त्यांच्या निवडीवरच राज्यांतर नाही होते. त्यानंतर हे निर्णय लोकसभेच्या शेवटच्या कार्यवाहीसाठी विचारात आले.

आज दिलेल्या कार्यवाहीत ऋषी सुनक यांनी लिझ ट्रस, ब्रिटेनच्या प्रतिनिधी व्हिजित राजनाथ यासोबतच सामना करत असल्याचे सांगितले आहे. हे सामना आपल्या विदेश मंत्रिपदावर असलेल्या राधिका सिंग यांच्याशी समोरच आहे. हे सामना या भारत-इंग्लंडच्या संबंधांवर आणि त्यांच्या नेतृत्वाखालील सरकारच्या नीतियांवर असणार्या मतभेदांवर आधारित आहे."
"गळ्यात साखळी बांधून ठेवले शारीरिक संबंध, नंतर महिलेने प्रियकराचे मुंडके कापले",International,"मुंबईतील एका विशेष घटनेमुळे इंटरनेटवरूनही होऊ लागलेली फेकणूकच राज्यामधील गर्भावस्था आणि परिवाराच्या हालचालीसाठी कायमची चिंता घेऊन देत आहे. या घटनेचा अंदाजा असल्यानुसार, तीन वर्षाच्या वयाच्या तरुणगुलामाला त्याच्या पत्नीच्या सहवासाच्या भावनेने आकर्षित झाल्यामुळे त्याचे एका अनुभवी स्त्रोताशी संभोग करण्यात आला. या संभोगानंतर त्याला गर्भावस्थेत आले.

जागेवरच्या साक्षीदारांनी माहिती दिली की या घटनेसाठी तिन्ही वर्षाच्या तरुणाला त्याच्या आईच्या बाबतीत कठोरपणे चिंतित असतानाही त्याने आपली जीवनशैली बदलू नये म्हणून वाटलं. तरुणाला त्याच्या आईने शारीरिक संबंध न करता स्वभाववाण्याने व्यवहार केला जाऊ शकत असल्याचे विचारल्यावर त्याने आपल्या पत्नीच्या सोबत सखोल संबंध साधला. तरुणाचे खोटे पाहताना त्याची पत्नी त्याच्या साथी साऱ्या सुखासाठी त्याचे मुंडके कापली."
"Amruta Fadanvis: अमृता फडणवीसांना 'इंडियन ऑफ द वर्ल्ड' पुरस्कार, ब्रिटन संसदेत सन्मान",International,"अमृता फडणवीस यांच्या हस्तगती दरम्यात भारतीय राष्ट्रवादाचे चिन्ह म्हणून ओळखली जाणार्‍या महिला नेते अमृता फडणवीसला आज अँग्लो-ब्रिटिश संसदेत केला गेला आहे. त्यांना इंडियन ऑफ द वर्ल्ड या उपाधीचा पुरस्कार देण्यात आला. ही मान्यता विश्वभरातील लोकांपासून मिळालेली आहे, तसेच भारतातही त्यांची प्रतिष्ठा पाहिली जात असली तरी ही मान्यता राज्यातून मिळाली. अमृता फडणवीस यांच्या हस्तगतीने खूप सारे काम केले आहे आणि त्यामुळे त्यांना इंडियन ऑफ द वर्ल्ड या पदावर स्थान मिळाले आहे.

अमृता फडणवीस यांनी भारतीय राष्ट्रवादाच्या धोरणांवर केंद्रित केलेल्या शोधक कार्यक्रमात भाग घेत असताना, त्यांनी विविध राष्ट्रवादी आणि राजकीय नेत्यांच्या बाबतीत विवादांमध्ये दाखल झाल्यापासून त्यांना या पदावर स्थान मिळाले आहे. अमृता फडणवीस यांच्या हस्तगतीमुळे भारतातील राष्ट्रवादी नेते आणि राजकारणातील अनेक लोकांची प्रतिकृती झाली आहे, आणि त्यांच्या यशाने भारतातील राष्ट्रवादी नेते आणि नागरिकांना प्रेरणा मिळवली आहे."
Russia vs Ukraine War: रशियन सैनिकांचा मायदेशी जाण्यास नकार; पकडल्या गेलेल्या जवानांनी सांगितला धक्कादायक प्रकार,International,"रशिया-युक्रेन युद्धाच्या हाताळणीतून आलेल्या घटनेत हालवलेले दिल्लीचे प्रतिनिधींनी विस्तृत चर्चा केली. युधिष्ठिर चंद्रवर्डीने काही वेळेसाठी रशियाई सैन्याच्या मायदेशी जाण्यावर अडचणी बघत असताना, तो तरीही त्यांनी त्यांच्या सैन्याने युधिष्ठिर चंद्रवर्डीने सुरू केलेल्या शांतिपूर्ण संवादाचा लाभ घेण्यास सुरुवात केली आहे. त्यांच्या वक्तव्यांमध्ये स्पष्ट झाले, ""असे नाही, हे संपूर्ण प्रसंग विचारले जाईल आणि पुढील कदम सोडले जाईल.""

पाकिस्तानच्या मुलगा साजिद खान याला रशिया सैन्याने पकडल्यानंतर युधिष्ठिर चंद्रवर्डीने सांगितले, ""साजिद खानची सुरक्षा आणि स्वास्थ्य देखील तुम्ही विशेष लक्ष दिले आहोत."" युधिष्ठिर चंद्रवर्डीने सामान्यतः साजिद खानची सुरक्षा करण्याबद्दलच्या भारतीय सरकारच्या निर्बाध प्रयत्नांबद्दलही सांगितले, ""भारत हा साजिद खानच्या परिवाराला त्यांच्याशी संपर्क साधण्यासाठी त्वरीत आणि कुशलतेने काम करत आहे. त्यांना आवश्यक साधने प्रदान करण्यात आणि त्यांच्या मागोवीसाठी कायमस्वरूपी प्रयत्न सुरू आहेत."""
"Jara Hatke: सापडला रियल लाईफमधील टारझन, ८ वर्षांपासून झाडावर जगतोय जीवन, असा थाटला संसार ",International,"महाराष्ट्रातील एका गावात सुरुवाती शिक्षणाच्या वेळी काही मुले आपल्या घरीच निघत असताना, त्यांच्याशी खेळत असताना एका सामान्य बाबीसाठी विचारतात. तेव्हा त्यांना दिसणाऱ्या डोळ्याकडे असलेल्या स्तब्धतेचा प्रतीक होता - जीविताच्या सर्व यंत्रणा सोडून जगणार्‍या तरुण मुलाला त्याच्या वडिलांच्या हातात एका झाडावर बसवलेला आहे. याचा हा संसार संपूर्ण भारतातील लोकांना चांगल्या आणि खूप दुःखद वाटत आहे, ज्यामुळे केवळ सामाजिक संकट ही नव्हे तर आर्थिक, मनोरंजन, आणि शैक्षणिक संकट या सारखे अनेक समस्या सुद्धा वाढू लागल्या आहेत.

सगळीकडे जास्तीत जास्त मुले म्हणजे जिवंत असल्याचे आपल्याला दिसते पण कसे? कारण मुलांच्या स्वतःच्या माहितीशी निपटन्याची कला वाढत आहे आणि त्यांना कठीण परिस्थितींमध्ये जीवन साधण्याची शक्ती देण्यात आली आहे. तरीही, या वेगवेगळ्या मुलांच्या अनुभवांमधून दिसत आहे की त्यांच्या मानसिक स्वास्थ्याची ही बाब प्रभावित होते आहे."
"इलॉन मस्क यांना न्यायालयाचा झटका; ऑक्टोबरमध्ये खटल्याला सामोरे जावे लागणार!, वाचा काय आहे प्रकरण?",International,"अमेरिकेच्या उद्यमी आणि टेस्ला आणि स्पेसएक्सचा चेफ एक्झिक्युटिव्ह इलॉन मस्क यांना त्यांच्या भारतातील ग्राहकांच्या सुरक्षिततेवर केलेल्या उद्ध्वेगनीय टिप्पण्यांना जवाब देण्यासाठी नंतरच्या महिन्यात हिरवागारी न्यायालयाच्या कार्यवाही सुरूच ठेवल्याची माहिती आली. या घटनेनंतर मस्कने खटला सोडण्याचे ठरवल्याने प्रतिबिंबांचा सामना करण्यात आला. या प्रक्रियेमध्ये, स्थानिक अधिकाऱ्यांना त्यांच्या कृतींसंबंधित कोणत्याही फायद्यावर लक्ष केंद्रित करण्यापेक्षा मस्क यांच्या कंपनींच्या कार्यक्षमतेवर भर देण्याची आवश्यकता असून, याचा अर्थ त्यांच्याकडून काहीच फायदा होण्याची शक्यता कमी होते."
"CoronaVirus News : लॉकडाऊनचा फटका! चीनमध्ये कंपनीने ऑफिसमध्ये 20,000 कर्मचाऱ्यांच्या राहण्याची केली सोय कारण...",International,"हालचालीला पाहता जास्तीत जास्त, चीनातील एक महत्वाची कंपनी, टेक्नोमॅटिक्स ही ऑफिसच्या कामावर लक्ष केंद्रित करत असताना, तिथे मागून येणार्‍या व्हायरसाच्या संक्रमणाच्या वाढत्या धोक्याने ती येथे 20,000 कर्मचाऱ्यांना घरी ठेवलं आहे. या कंपनीचे अधिकारीक निर्णय या काळातील सर्वात कठोर उपायांपैकी एक म्हणून ओळखले जात आहे, जिथे कामगारांना त्यांच्या दैनंदिन जीवनातही काहीसा परिवर्तन करावे लागते. 

कंपनीच्या अधिकाऱ्यांच्या अनुसार, या कंपनीच्या नियमांप्रमाणे कामगारांना दिलेल्या 14 दिवसांच्या लॉकडाऊनमुळे हा निर्णय घेतला गेला आहे. हे खरे असले तरी या कंपनीच्या कामगारांना त्यांच्या परिवारांबरोबर येथे राहायला अनुमती देण्यात आली आहे, त्यामुळे ते आपल्या कामाच्या कार्यक्रमांना पूर्णपणे बंद करू शकणार नाहीत."
Russia Ukraine War: धक्कादायक आकडेवारी! युक्रेनमधून ४० लाख मुले-माणसे परागंदा,International,"उत्तर-जूनीन्या युद्धामुळणे जोरदार संख्येने शरणार्थी होत आहेत. या देशातील अनेकांना त्यांच्याकडून वेगळे होण्याचे काही मोठ्या प्रमाणात मुले आहेत. रशिया, जर्मनी, इटली, फ्रान्स, स्पॅन, ऑस्ट्रिया, स्विट्जर्लंड, इतर देशांतून युक्रेनमध्ये परागमन करणाऱ्या शरणार्थ्यांची संख्या धक्कादायक असल्याचे अंमलबजावणी करत आहे. 

युक्रेनमध्ये त्यांच्याशिवाय कितीतरी लोक युद्धात भाग घेण्यासाठी वाटपूर्वी राज्यात पोहोचलेले आहेत. या सगळीकडून युद्धात खाली जाणाऱ्या रशियन सैन्यासाठी काही मोठ्या प्रमाणात सैनिक मिळू शकतील असे म्हणूनच ही संख्या खोलपणे चिंताजनक आहे."
"बुर्ज खलिफावर पुन्हा झळकला शाहरुख, व्हिडिओतून सांगतिली प्रेरणादायी कथा",International,"मुंबईतील एक मराठी व्यक्तीने व्हिडिओमधील शाहरुख खानच्या वर चित्रणाबद्दल आहे किंवा नाहे याची चर्चा करणार्‍या माहितीसाठी त्याला इंटरनेटवर जाणारा होता. तो व्हिडिओ दिसल्यानंतर तो बोलला, ""शाहरुख खानच्या चित्रातील रंगाची गुणवत्ता असली तरी त्याच्याकडे आपल्याला लोकांची प्रेरणा मिळू शकते. त्यामुळे माझ्या देशातील लोकांना आत्मसंतुष्टी होण्याची गरज आहे, मग तेव्हा मी त्यासाठी काही केल्याने माझे समर्थन देण्यास तयार होतो.""

शहरातील अनेक लोकांनी शाहरुख खानच्या चित्रातल्या रंगाची गुणवत्तेची चर्चा केली, पण त्याने स्पष्ट केले, ""रंगाची गुणवत्ता असली तरी त्यातच शाहरुख खानच्या बुद्धीमुळे त्याला कधीकधी कमी दिसतो. मी आपल्या देशातील लोकांना शिकविण्यासाठी माझ्या ही चित्रे तयार करतो."""
"मार्क झुकरबर्गच्या सुरक्षेची किंमत तब्बल ३ कोटी डॉलर्स!, आतापर्यंतच्या खर्चाची ही यादी पाहा...",International,"मार्क जुकरबर्गचे व्ह्हाट्सएपचे संस्थापक आणि इंकचे चेअरमॅन होऊन आलेल्या त्यांच्या व्यक्तिगत सुरक्षेच्या खर्चाची आकडेवारी खुलासा केली आहे. ही आकडेवारी आतापर्यंतच्या खर्चाची यादी पाहायला मिळाली असून ती बऱ्याचवेळा लोकांसाठी आश्चर्याची आहे. व्ह्हाट्सएपचे सुरक्षितीकरणासाठी सुरुवातीला १० टक्के विस्तार आणि विकासासाठी २००५ मध्ये २४०,००० डॉलर्स किंवा १६ कोटी रुपये विभागले होते, तर आता या दरम्यान त्यांच्याकडे येणाऱ्या आयीच्या खर्चाची देखील ही यादी निघाली आहे."
"Viral Video: बायडेन यांच्याकडून कमला हॅरिस यांचा 'फर्स्ट लेडी' म्हणून उल्लेख, नेटकऱ्यांनी घेतली शाळा",International,"अमेरिकेच्या राष्ट्रपती जो बायडन आणि त्यांची पत्नी कमला हॅरिस यांचे प्रशासनाचे काही वेळ सुरू झाले, तरीही अमेरिकन समाजातील एका विवादाने फिरते. हे विवाद सोशल मीडियावर वायरल झालेला एक व्हिडिओ आहे ज्यामध्ये कमला हॅरिस यांचा ""फर्स्ट लेडी"" असा उल्लेख केला आहे. या व्हिडिओमध्ये काही नेटकऱ्यांनी दाखविलेल्या छवीनुसार, कमला हॅरिस यांनी पूर्वेकडील देशांसाठी चांगल्या संबंधांचे सुधारण करण्यासाठी केलेल्या प्रयत्नांवर चर्चा केली होती. तथापि, हे व्हिडिओ अमेरिकन लोकांमध्ये विवादासुद्धा काढले आहे.

अमेरिकन नेटकऱ्यांच्या हे व्हिडिओ सोशल मीडियावर वायरल झाल्यानंतर, राष्ट्रपती बायडनच्या प्रशासनातून खटल्यांचा वाढ होत आहे. याव्यतिरिक्त, काही लोक कमला हॅरिसचे ""फर्स्ट लेडी"" म्हणून उद्धृत करण्याबद्दल प्रतिक्रिया करत आहेत. या विवादामुळे अमेरिकन राष्ट्रवादी पार्टीचे काही नेते हे व्हिडिओ बर्‍याशी संबंधित आहेत असे संकेत देत आहेत."
"Russia Ukraine War: रशिया युक्रेनवर हल्ला करणार, 'या' देशाला आधीच माहीत होतं! समोर आली धक्कादायक माहिती",International,"रशिया-युक्रेन संघर्षाच्या तिसऱ्या वर्षाने पुढे जाऊन होऊन दोन देशांमधील संबंध कसे बदलत आहेत, ते विशेषज्ञांच्या मते लक्षणीयपणे बदललेले आहे. युक्रेनच्या राष्ट्रपतींनी रशियाकडून प्रतिबंधांचा खंडित करण्याची बोलत असल्याने किंवा रशियन सरकारने युद्धाच्या संपूर्ण स्थितीवर बंद करण्यासाठी निरंतर प्रयत्न करूनही, या संघर्षाचा फायदा घेणाऱ्या देशातील वेगवेगळ्या समूहांमध्ये विभाजन होऊ लागलेला आहे, अशा प्रमाणे स्थिती वाटायला लागली आहे. 

अखेरीस या संघर्षामध्ये रशिया, युक्रेन, जर्मनी, फ्रेंच, अमेरिका आणि इतर देशांचा सहभाग झाला आहे, तसेच जगभरातील अनेक देशांनी हे संघर्ष संबंधित मानवी संकट संबोधून आहेत. या संघर्षाच्या प्रभावामुळे युरोपियन संघातील बहुतेक देशांना आर्थिक किंवा राजकीय परिणामी प्रभाव पडत आहे."
"प्रेमाच्या बदल्यात 'ति'नं HIV दिला, संतापलेल्या प्रियकरानं प्रेयसीला जीवे मारले",International,"अमेरिकेतील एक महत्त्वाकांक्षी व्यक्तीने त्याच्या प्रेमिकेने केलेल्या संवेदनाही त्याला 'तिच्या हृदयाच्या बाजूला टेकलवण्यात आली, तरीही त्याने निरनिराळ्या वेळा तिच्याशी संवाद साधला. त्यामुळे तो प्रभावित झाला आणि त्याने तिच्याबद्दलचे शोध घेण्यास सुरुवात केली. त्याने तिच्या कामावर पूर्ण भर दिला आणि त्याच्या जगभरातील लोकांना तिच्या वैशिष्ट्यांबद्दल माहीत करून देण्यात योगदान दिले. त्याने तिच्या परिवाराला तिच्या स्मृतीसाठी खूप पैसे दिले आणि तिच्या स्मारक स्थापन करण्यासाठी संकलित केलेल्या पैसांमध्ये तिचा एक भाग दिला. 

त्याने तिच्या मृत्यूची समारंभाच्या वेळी तिच्या परिवाराला आपल्या शब्दांनी तिचे स्मरण करून सोडले आणि तिने तिच्या वारसा जारी ठेवण्यासाठी स्वतःला जिम्मेदार ठेवले. त्याने तिच्या स्मारक स्थापन केल्यावर तिच्या वंशजांना तिच्या स्मृतीचे पालन करण्यासाठी प्रोत्साहन दिले आणि त्यांना तिच्या वारसा संरक्षणासाठी काम करायला प्रोत्साहित केला."
"Coronavirus: कोरोना संक्रमणाचा हैराण करणारा प्रकार समोर; वैज्ञानिकही चक्रावले, अवघ्या २० दिवसांत...",International,"मुंबई : राज्यातील सर्व प्रशासनाला तीन फेरीसाठी तयार झाले आहेत. या राज्यातील सर्व शाळा, महाविद्यालय, विविध प्रकारच्या औषधांचे सेवा सुरू ठेवल्यामुळे राज्यातील लोकांना निराशा होत आहे. तर मुख्यमंत्र्यांच्या नेतृत्वाखालील सरकारने सुद्धा राज्यातील सर्व अंतर्गत गोंगाट खाल्लेल्यांची सूची तयार करून काढण्यासाठी विचार केला जाईल. 
कोविड-19 संक्रमणाच्या प्रकोपाबद्दल अनेकदा चर्चा होत असताना जगभरातील वैज्ञानिकांनी एक नवीन प्रकारचा कोरोना संक्रमित केला आहे हे घोषणा केली आहे. हा प्रकार पूर्णपणे नवीन आणि शक्तिशाली असल्याचे म्हणतात."
"सही करताना पेनमधून गळली शाई, राजे संतापले; नेमकं काय घडलं? ",International,"महाराष्ट्रातील विदेश आणि राष्ट्रवादी नेते संजय राठोड यांनी इतर राज्यातील लोकप्रतिनिधींशिवायच्या संविधानसंबंधीच्या समितीत म्हणजेच भारतीय राष्ट्रीय काँग्रेसचे त्यांचे नेतृत्व करण्याची मागणी केली. हे पुढीलच्या दिवसांत जोरदार विरोधाचा कारण बनू शकते. 

ही मागणी राष्ट्रपतींच्या हस्ताक्षरावरून आली असून, परंतु हा विषय भारतीय जनता पक्ष आणि बहुराष्ट्रवादी दलांच्या बाबतीत जोरदार विरोधाचा कारण बनू शकतो. यामुळे, महाराष्ट्रातील राष्ट्रवादी नेते खूप चिंतित आहेत."
"फूड डिलिव्हरी करण्यासाठी मुलीचा 30000 किमी प्रवास, पाहा व्हिडीओ",International,"मुंबईतील एका मुलीचे भारतातील सर्वात जास्त दूरच्या शहर सिंगापुरला फूड डिलिव्हरी करण्याची गोष्ट पाहायला आली. तिचे नाव रिया खान आहे. तिने आपल्या मोठ्या भाऊच्या 35व्या जन्मदिनाला ही गोष्ट केली होती. तिने या प्रकल्पासाठी 30,000 किमी लांबीचा प्रवास केला. या प्रवासाचा कधीकधी तिने थांबला होता, परंतु ती स्वतःसाठी आणि दोस्तांसाठी त्या देशातली स्वादिष्ट भारतीय विक्रेत्यांपासून वेगवेगळ्या वाजवटी काढल्या. तिने त्या प्रवासाची संपूर्ण वृत्तीचा व्हिडिओ घेऊन सोशल मीडियावर साऱ्या देशाच्या नागरिकांशी संवाद साधला."
"सौदी अरेबियात एकाच दिवशी ८१ जणांना फाशी; अल कायदा, इस्लामिक स्टेटच्या दहशतवाद्यांना मृत्युदंड",International,"सौदी अरेबियातील रियाद शहरात आज रोजवारी येथे झालेल्या अटैकमध्ये ८१ लोकांची मृत्यू झाली. हा अटाक होळी संध्याकाळी झाला आणि त्यात भारतीय नागरिकांचाही एका समूहात मरण झाले. या अटाकामुळे असंख्य लोक गंभीर चोटी पावली आहेत आणि स्थानिक सरकारने त्यांची चिकित्सा व्यवस्था करण्यासाठी तुरुंगबंद करण्यात आली आहे.

अमेरिकन सैन्याच्या सूत्रांनुसार, सौदी अरेबियातील अल-कायदा संघटनेचे कार्यवाही साजरी करणार्‍या मोहammed अल-शेख इब्राहीम शेख इमामचा हा अटाक होता. शेख इमाम हा ब्रिटिश सैन्यात सेवा करत होता आणि अल-कायदा संघटनेने त्याला २००९ मध्ये त्याच्या भागीदारांना सैन्यात सोडून टाकले होते. त्यानंतर तो सौदी अरेबियात ठाण्यात गुप्तपणे कार्यरत होता. त्याच्या परिवाराचे सदस्यांचा देशात बाहेर सुटका झाला आहे, तर त्यांच्या संबंधी अदालतीने निर्दोष ठरवले आहे."
Russia Ukraine War: रशियाच्या हल्ल्यांत युक्रेनमध्ये आजपर्यंत २१३ मुलांचा मृत्यू; जेलेन्स्की सरकारचा दावा,International,"उत्तर-पूर्वी सीमेच्या विस्तारानंतर युक्रेनच्या काही भागात प्रवासी निराश्रितांची स्थिती तीव्र आहे. ह्या घटनेमुळे रशियाच्या हल्ल्यामधील मानवी पीड़ाने जगभरात विचाराचा विषय बनला आहे. युक्रेनच्या सरकारने जेव्हा रशियाला आक्रमण करणाऱ्या देशाचा खट्टा आरोप लावला, तर रशियाने त्यांना ""आग्रही"" असे म्हणून ओळखले आहे. या घडवणूकीच्या परिणामींमध्ये दोनदा फौज्याने युक्रेनच्या राजधानी कीवच्या आसपासच्या क्षेत्रांवर हल्ला चढवले, जिथे अनेक लोकांची मृत्यू झाले.

युक्रेनच्या केंद्र शासनाने आपल्या राष्ट्रपती वोलोडिमीर जेलेन्स्कीने रशियावर आक्रमक आक्रामक सैन्याच्या वापरासाठी जबाबदार ठरवल्याने रशियाने त्यांच्या गोंधळातील दोष दिल्याने म्हटले आहे. जेलेन्स्कीने रशियाच्या आक्रमणावर जवाब देण्याच्या इच्छेनुसार त्यांनी सैन्याच्या तयारीसाठी सुरुवात केली, पण रशियाने त्यांना संपूर्ण समर्थन देत नसल्यामुळे हे काम अवघड ठरले आहे."
चीन पाकवर पुन्हा मेहेरबान; अतिरेक्यावरील निर्बंध रोखले; संयुक्त राष्ट्रांत भारत व अमेरिकेने मांडला हाेता प्रस्ताव,International,"चीन-पाकिस्तान यांची सीमा परस्परसंवादाच्या बाबतीत काही प्रमाणात सुधार झाल्याची जाणीव आहे. चीन सरकारने त्यांच्याशी सीमा परिसीमनामा समाधान करण्यासाठी तयारीचे काही प्रमाणात पुढे घेतलेले आहे, असे म्हणूनच संयुक्त राष्ट्रांच्या आर्थिक आणि व्यापारी प्रतिनिधींनी संयुक्त राष्ट्रांमध्ये प्रस्ताव मांडला आहे. हे प्रस्ताव 21 जानेवारी रोजी संयुक्त राष्ट्रांनी चर्चा केल्यानंतर येथे पारित करण्यात आला.

अमेरिका, भारत, चीन, पाकिस्तान यांच्यातील देशांच्या या प्रस्तावाला समर्थन देणाऱ्या देशांची संख्या सुरुवातीला कमी होती, परंतु तरीही या प्रस्तावाची गुंतागुंतीची प्रक्रिया सुरू झाली. हा प्रस्ताव पूर्णपणे पारित होण्यासाठी एकूण 15 देशांची आवश्यकता आहे, ज्यामुळे हा प्रस्ताव आता पार पडण्याची शक्यता कमी होते."
Sri Lanka Crisis: अखेर श्रीलंकेचे राष्ट्रपती गोटाबाया राजपक्षे यांनी दिला राजीनामा; सिंगापूरवरुन केला मेल,International,"सिंगापूरच्या राष्ट्रपती थंडानंदन रमासिगAMला त्यांच्या पुढील नेतेपैकी एक म्हणून चुनाव जितल्यावर म्हणजेच हे घडते आहे. श्रीलंकेतील क्रिसिसच्या वेळी, सिंगापूरच्या राष्ट्रपती थंडानंदन रमासिगAMला श्रीलंकेच्या राष्ट्रपती गोटाबाया राजपक्षे यांच्याकडून देशाचा संचालन करण्याची जबाबदारी सोडण्यात आली. त्यांनी देशाला स्वीकारण्याची इच्छा व्यक्त केली आहे, हे सूत्रांना माहीत असून आहे. 

श्रीलंकेतील सैन्यातील घटना होत असताना, त्यावेळी सिंगापूरच्या राष्ट्रपती थंडानंदन रमासिगAMला श्रीलंकेचे नागरिकांना मदतीसाठी आणि संबंधित संस्थांपेक्षा दूर दूर रहायला सुरुवातीच्या वेळी सुचवले होते. हे सूत्रांना माहीत असून आहे."
